kegg	aracyc	name	source	gene_count	genes
	aracyc:PWY-2301	myo-inositol biosynthesis	AraCyc	6	AT1G31190,AT2G22240,AT3G02870,AT4G39120,AT4G39800,AT5G10170
	aracyc:PWY-2463	(-)-medicarpin biosynthesis	AraCyc	9	AT1G66540,AT2G45400,AT3G28740,AT4G34540,AT4G37320,AT4G37330,AT4G37370,AT4G37410,AT5G42655
	aracyc:PWY-2501	fatty acid alpha-oxidation I (plants)	AraCyc	2	AT1G44170,AT1G73680
	aracyc:PWY-2541	phytosterol biosynthesis (plants)	AraCyc	23	AT1G07420,AT1G11680,AT1G20050,AT1G47290,AT1G50430,AT1G76090,AT2G26260,AT2G29390,AT2G33630,AT2G34490,AT2G34500,AT3G02580,AT3G02590,AT3G04030,AT3G19820,AT3G20960,AT3G52940,AT4G12110,AT4G22755,AT4G22756,AT4G24805,AT5G13710,AT5G50375
	aracyc:PWY-2582	brassinolide biosynthesis II	AraCyc	7	AT2G38050,AT3G13730,AT3G30180,AT3G50660,AT4G36380,AT5G05690,AT5G38970
	aracyc:PWY-2602	brassinosteroid biosynthesis III	AraCyc	1	AT2G38050
	aracyc:PWY-2681	trans-zeatin biosynthesis	AraCyc	9	AT1G25410,AT1G67110,AT1G68460,AT3G19160,AT3G23630,AT3G63110,AT4G24650,AT5G19040,AT5G38450
	aracyc:PWY-2781	cis-zeatin biosynthesis	AraCyc	2	AT2G27760,AT5G20040
	aracyc:PWY-282	cuticular wax biosynthesis	AraCyc	15	AT1G02205,AT1G47620,AT1G57750,AT1G65340,AT1G66030,AT2G21910,AT2G23180,AT4G32170,AT4G33790,AT4G39490,AT4G39500,AT4G39510,AT5G37300,AT5G51900,AT5G52320
	aracyc:PWY-2821	glucosinolate biosynthesis from phenylalanine	AraCyc	20	AT1G18590,AT1G24100,AT1G69820,AT1G74090,AT1G74100,AT2G20610,AT2G23960,AT2G23970,AT2G24850,AT4G23600,AT4G28410,AT4G29210,AT4G30530,AT4G30540,AT4G30550,AT4G39640,AT4G39650,AT5G05260,AT5G35917,AT5G35920
	aracyc:PWY-2841	cytokinins degradation	AraCyc	3	AT1G75450,AT2G41510,AT3G63440
	aracyc:PWY-2881	cytokinins 7-N-glucoside biosynthesis	AraCyc	3	AT3G55700,AT5G05860,AT5G05870
	aracyc:PWY-2901	cytokinins 9-N-glucoside biosynthesis	AraCyc	3	AT3G55700,AT5G05860,AT5G05870
	aracyc:PWY-2902	cytokinin-O-glucosides biosynthesis	AraCyc	25	AT1G22340,AT1G22360,AT1G22370,AT1G22380,AT1G22400,AT1G78270,AT2G28080,AT2G36750,AT2G36760,AT2G36770,AT2G36780,AT2G36790,AT2G36800,AT2G36970,AT3G11340,AT3G22250,AT3G53150,AT3G53160,AT3G55700,AT3G55710,AT5G05860,AT5G05870,AT5G05880,AT5G05890,AT5G05900
	aracyc:PWY-3001	superpathway of L-isoleucine biosynthesis I	AraCyc	25	AT1G10060,AT1G10070,AT1G31230,AT1G62800,AT1G62960,AT1G70560,AT1G72810,AT2G17265,AT2G22250,AT2G30970,AT3G02020,AT3G23940,AT3G48560,AT3G49680,AT4G19710,AT4G29840,AT4G31990,AT4G35295,AT5G11520,AT5G13280,AT5G14060,AT5G19550,AT5G21060,AT5G51690,AT5G65780
	aracyc:PWY-3041	monoterpene biosynthesis	AraCyc	8	AT1G70080,AT2G24210,AT3G25810,AT3G25820,AT3G25830,AT3G29410,AT4G16740,AT5G24350
	aracyc:PWY-3101	flavonol biosynthesis	AraCyc	14	AT1G01190,AT2G06960,AT2G46660,AT3G19000,AT3G19010,AT3G61880,AT5G07990,AT5G08640,AT5G43935,AT5G48020,AT5G63580,AT5G63590,AT5G63595,AT5G63600
	aracyc:PWY-3181	L-tryptophan degradation VI (via tryptamine)	AraCyc	3	AT1G02590,AT1G04580,AT1G50780
	aracyc:PWY-321	cutin biosynthesis	AraCyc	37	AT1G01600,AT1G04290,AT1G12570,AT1G14185,AT1G20560,AT1G49430,AT1G52191,AT1G62940,AT1G63710,AT1G64400,AT1G69500,AT1G72970,AT1G77590,AT2G04350,AT2G27690,AT2G29590,AT2G30720,AT2G45970,AT2G47240,AT2G47245,AT3G05970,AT3G09405,AT3G10570,AT3G16175,AT3G48520,AT3G56060,AT4G00360,AT4G00520,AT4G10030,AT4G11030,AT4G23850,AT4G33540,AT5G27600,AT5G48370,AT5G51930,AT5G51950,AT5G58860
	aracyc:PWY-3221	dTDP-L-rhamnose biosynthesis II	AraCyc	1	AT1G63000
	aracyc:PWY-3261	UDP-beta-L-rhamnose biosynthesis	AraCyc	4	AT1G53500,AT1G63000,AT1G78570,AT3G14790
	aracyc:PWY-3282	superpathway of ammonia assimilation (plants)	AraCyc	4	AT1G48470,AT2G41220,AT5G04140,AT5G53460
	aracyc:PWY-3341	L-proline biosynthesis III (from L-ornithine)	AraCyc	2	AT5G14800,AT5G46180
	aracyc:PWY-3461	L-tyrosine biosynthesis II	AraCyc	5	AT1G69370,AT2G22250,AT3G29200,AT5G10870,AT5G34930
	aracyc:PWY-3462	L-phenylalanine biosynthesis II	AraCyc	10	AT1G08250,AT1G11790,AT1G69370,AT2G22250,AT2G27820,AT3G07630,AT3G29200,AT3G44720,AT5G10870,AT5G22630
	aracyc:PWY-3481	superpathway of L-phenylalanine and L-tyrosine biosynthesis	AraCyc	11	AT1G08250,AT1G11790,AT1G69370,AT2G22250,AT2G27820,AT3G07630,AT3G29200,AT3G44720,AT5G10870,AT5G22630,AT5G34930
	aracyc:PWY-3561	choline biosynthesis III	AraCyc	11	AT1G13560,AT1G52570,AT1G55180,AT2G32260,AT3G05630,AT3G25585,AT4G00240,AT4G11830,AT4G11840,AT4G15130,AT5G25370
	aracyc:PWY-3742	tetrahydrofolate biosynthesis II	AraCyc	25	AT1G50480,AT1G68760,AT1G69190,AT2G12200,AT2G12280,AT2G16370,AT2G19180,AT2G21550,AT2G28880,AT2G38660,AT3G10160,AT3G12290,AT3G21730,AT3G54970,AT3G55630,AT4G00600,AT4G00620,AT4G24380,AT4G30000,AT4G34570,AT5G05980,AT5G41480,AT5G57850,AT5G62980,AT5G65400
	aracyc:PWY-3781	aerobic respiration I (cytochrome c)	AraCyc	39	AT1G16700,AT1G52710,AT1G67350,AT2G07687,AT2G07689,AT2G07695,AT2G07718,AT2G07751,AT2G07785,AT2G18450,AT2G46505,AT3G27380,AT3G27890,AT3G44190,AT3G62400,AT4G28005,AT4G32210,AT4G37380,AT5G04750,AT5G09600,AT5G22140,AT5G59200,AT5G61310,AT5G65165,ATCG00420,ATCG00430,ATCG01050,ATCG01090,ATCG01110,ATMG00220,ATMG00270,ATMG00285,ATMG00580,ATMG00590,ATMG00650,ATMG00990,ATMG01275,ATMG01280,ATMG01320
	aracyc:PWY-3801	sucrose degradation II (sucrose synthase)	AraCyc	35	AT1G06020,AT1G06030,AT1G23190,AT1G47840,AT1G47845,AT1G50390,AT1G50460,AT1G66430,AT1G69200,AT1G70730,AT1G70820,AT1G73370,AT2G31390,AT2G35020,AT3G20040,AT3G43190,AT3G54090,AT3G56040,AT3G59480,AT4G02280,AT4G10260,AT4G24620,AT4G28706,AT4G29130,AT4G37840,AT5G17310,AT5G17530,AT5G18200,AT5G20830,AT5G37180,AT5G42740,AT5G49190,AT5G51820,AT5G51830,AT5G52560
	aracyc:PWY-381	nitrate reduction II (assimilatory)	AraCyc	1	AT2G15620
	aracyc:PWY-3821	D-galactose detoxification	AraCyc	4	AT3G06580,AT3G28530,AT5G18200,AT5G52560
	aracyc:PWY-3841	folate transformations II (plants)	AraCyc	24	AT1G11860,AT1G22020,AT1G32470,AT1G36370,AT1G50480,AT2G12200,AT2G12280,AT2G16370,AT2G21550,AT2G38660,AT3G12290,AT4G00600,AT4G00620,AT4G13890,AT4G13930,AT4G24380,AT4G32520,AT4G33010,AT4G34570,AT4G37930,AT5G13050,AT5G20980,AT5G26780,AT5G65400
	aracyc:PWY-3861	mannitol degradation II	AraCyc	2	AT1G67070,AT3G02570
	aracyc:PWY-3881	mannitol biosynthesis	AraCyc	4	AT1G67070,AT2G21250,AT2G21260,AT3G02570
	aracyc:PWY-3941	beta-alanine biosynthesis II	AraCyc	10	AT1G21530,AT1G21540,AT1G75960,AT1G77240,AT3G05970,AT3G08860,AT5G16340,AT5G16370,AT5G23050,AT5G27600
	aracyc:PWY-3982	uracil degradation I (reductive)	AraCyc	3	AT3G17810,AT4G04955,AT5G12200
	aracyc:PWY-4	UDP-alpha-D-galacturonate biosynthesis II (from D-galacturonate)	AraCyc	2	AT3G10700,AT5G52560
	aracyc:PWY-40	putrescine biosynthesis I	AraCyc	4	AT2G16500,AT4G08870,AT4G08900,AT4G34710
	aracyc:PWY-401	galactolipid biosynthesis I	AraCyc	6	AT2G11810,AT3G06510,AT3G11670,AT4G00550,AT4G31780,AT5G20410
	aracyc:PWY-4041	gamma-glutamyl cycle	AraCyc	6	AT1G44790,AT3G02910,AT4G23100,AT4G31290,AT5G26220,AT5G37830
	aracyc:PWY-4081	glutathione-peroxide redox reactions	AraCyc	11	AT1G21864,AT1G63460,AT2G25080,AT2G30860,AT2G31570,AT2G43350,AT2G48150,AT3G24170,AT3G63080,AT4G11600,AT4G31870
	aracyc:PWY-4101	D-sorbitol degradation I	AraCyc	18	AT1G06020,AT1G06030,AT1G47840,AT1G47845,AT1G50390,AT1G50460,AT1G66430,AT1G69200,AT2G31390,AT3G20040,AT3G54090,AT3G59480,AT4G10260,AT4G28706,AT4G29130,AT4G37840,AT5G51830,AT5G51970
	aracyc:PWY-4203	volatile benzenoid biosynthesis I (ester formation)	AraCyc	13	AT1G19640,AT1G31490,AT1G32910,AT1G78990,AT2G14060,AT3G21950,AT4G36470,AT5G04370,AT5G04380,AT5G16410,AT5G38020,AT5G55250,AT5G66430
	aracyc:PWY-4221	superpathway of coenzyme A biosynthesis II (plants)	AraCyc	24	AT1G12350,AT1G21530,AT1G21540,AT1G48605,AT1G60440,AT1G75960,AT1G77240,AT2G17320,AT2G17340,AT2G18250,AT2G27490,AT2G46110,AT3G05970,AT3G08860,AT3G18030,AT3G61530,AT4G32180,AT4G35360,AT5G16340,AT5G16370,AT5G23050,AT5G27600,AT5G34780,AT5G48840
	aracyc:PWY-4221ARA	superpathway of pantothenate and coenzymeA biosynthesis	AraCyc	15	AT1G12350,AT1G48605,AT1G60440,AT2G17320,AT2G17340,AT2G18250,AT2G27490,AT2G46110,AT3G18030,AT3G61530,AT4G32180,AT4G35360,AT5G02080,AT5G34780,AT5G48840
	aracyc:PWY-4261	glycerol degradation I	AraCyc	3	AT1G80460,AT3G10370,AT4G19030
	aracyc:PWY-4281	L-proline biosynthesis IV	AraCyc	1	AT5G52810
	aracyc:PWY-43	putrescine biosynthesis II	AraCyc	2	AT2G16500,AT4G34710
	aracyc:PWY-4302	aerobic respiration III (alternative oxidase pathway)	AraCyc	36	AT1G16700,AT1G32350,AT1G67350,AT2G07689,AT2G07751,AT2G07785,AT2G18450,AT2G46505,AT3G22360,AT3G22370,AT3G27380,AT3G27620,AT3G27890,AT3G44190,AT4G22260,AT4G28005,AT4G32210,AT5G04750,AT5G09600,AT5G22140,AT5G63625,AT5G64210,AT5G64687,AT5G65165,ATCG00420,ATCG00430,ATCG01050,ATCG01090,ATCG01110,ATMG00270,ATMG00285,ATMG00580,ATMG00650,ATMG00990,ATMG01275,ATMG01320
	aracyc:PWY-4321	L-glutamate degradation IV	AraCyc	9	AT1G65960,AT2G02000,AT2G02010,AT2G04137,AT3G17720,AT3G17760,AT3G25530,AT5G17330,AT5G63620
	aracyc:PWY-4341	L-glutamate biosynthesis V	AraCyc	2	AT2G41220,AT5G04140
	aracyc:PWY-4361	S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I	AraCyc	8	AT1G77670,AT2G05830,AT2G26400,AT4G14710,AT4G14716,AT5G12040,AT5G43850,AT5G53850
	aracyc:PWY-4381	fatty acid biosynthesis initiation (type II)	AraCyc	6	AT1G52670,AT1G62640,AT2G30200,AT2G38040,AT3G15690,AT5G15530
	aracyc:PWY-4541	lipid-dependent phytate biosynthesis I (via Ins(1,4,5)P3)	AraCyc	8	AT1G22100,AT1G58643,AT1G58936,AT1G59171,AT1G59312,AT5G07370,AT5G42810,AT5G61760
	aracyc:PWY-4562	lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P3)	AraCyc	12	AT1G22100,AT1G58643,AT1G58936,AT1G59171,AT1G59312,AT2G43980,AT4G08170,AT4G33770,AT5G07370,AT5G16760,AT5G42810,AT5G61760
	aracyc:PWY-46	putrescine biosynthesis III	AraCyc	2	AT4G08870,AT4G08900
	aracyc:PWY-4661	1D-myo-inositol hexakisphosphate biosynthesis III (Spirodela polyrrhiza)	AraCyc	14	AT1G22100,AT1G58643,AT1G58936,AT1G59171,AT1G59312,AT2G22240,AT2G43980,AT4G08170,AT4G33770,AT4G39800,AT5G10170,AT5G16760,AT5G42810,AT5G58730
	aracyc:PWY-4702	phytate degradation I	AraCyc	5	AT1G09870,AT1G31190,AT1G55990,AT3G02870,AT4G39120
	aracyc:PWY-4765	superpathway of lipid-dependent phytate biosynthesis	AraCyc	12	AT1G22100,AT1G58643,AT1G58936,AT1G59171,AT1G59312,AT2G43980,AT4G08170,AT4G33770,AT5G07370,AT5G16760,AT5G42810,AT5G61760
	aracyc:PWY-4821	UDP-alpha-D-xylose biosynthesis	AraCyc	12	AT1G08200,AT1G26570,AT2G28755,AT2G28760,AT2G47650,AT3G01010,AT3G29360,AT3G46440,AT3G53520,AT5G15490,AT5G39320,AT5G59290
	aracyc:PWY-4841	UDP-alpha-D-glucuronate biosynthesis (from myo-inositol)	AraCyc	7	AT1G14520,AT2G19800,AT3G01640,AT4G26260,AT5G14470,AT5G52560,AT5G56640
	aracyc:PWY-4861	UDP-alpha-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	AraCyc	5	AT1G02000,AT3G23820,AT4G00110,AT4G12250,AT4G30440
	aracyc:PWY-4983	nitric oxide biosynthesis II (mammals)	AraCyc	3	AT3G47450,AT4G24830,AT5G10920
	aracyc:PWY-4984	urea cycle	AraCyc	5	AT1G75330,AT4G08870,AT4G08900,AT4G24830,AT5G10920
	aracyc:PWY-5004	superpathway of L-citrulline metabolism	AraCyc	46	AT1G24807,AT1G24909,AT1G25083,AT1G25155,AT1G25220,AT1G30820,AT1G48520,AT1G63660,AT1G70570,AT1G75330,AT2G03667,AT2G28880,AT2G29690,AT2G34890,AT2G38210,AT2G39800,AT2G41220,AT3G12670,AT3G16050,AT3G25660,AT3G30775,AT3G47340,AT3G47450,AT3G55610,AT3G55870,AT4G02120,AT4G05400,AT4G08870,AT4G08900,AT4G20320,AT4G24830,AT4G26900,AT4G32915,AT4G34880,AT5G01410,AT5G04140,AT5G05730,AT5G07360,AT5G10240,AT5G10920,AT5G38710,AT5G46180,AT5G53460,AT5G57890,AT5G60540,AT5G65010
	aracyc:PWY-5027	phylloquinol biosynthesis	AraCyc	8	AT1G23360,AT1G60600,AT3G27890,AT4G27270,AT4G36750,AT5G08740,AT5G54500,AT5G58800
	aracyc:PWY-5032	ent-kaurene biosynthesis I	AraCyc	2	AT1G79460,AT4G02780
	aracyc:PWY-5034	gibberellin A12 biosynthesis	AraCyc	3	AT1G05160,AT2G32440,AT5G25900
	aracyc:PWY-5035	gibberellin biosynthesis III (early C-13 hydroxylation)	AraCyc	14	AT1G14120,AT1G15550,AT1G44090,AT1G60980,AT1G80330,AT1G80340,AT4G21690,AT4G23340,AT4G25420,AT5G07200,AT5G24900,AT5G24910,AT5G51310,AT5G51810
	aracyc:PWY-5036	gibberellin biosynthesis II (early C-3 hydroxylation)	AraCyc	2	AT1G15550,AT4G25420
	aracyc:PWY-5041	S-adenosyl-L-methionine salvage II	AraCyc	8	AT2G36880,AT3G03780,AT3G17390,AT3G23810,AT4G01850,AT4G13940,AT5G17920,AT5G20980
	aracyc:PWY-5044	purine nucleotides degradation I (plants)	AraCyc	23	AT1G05620,AT1G16350,AT1G72880,AT1G75210,AT1G79470,AT2G23890,AT2G36310,AT2G38280,AT2G38680,AT3G04390,AT3G05300,AT4G02180,AT4G14930,AT4G29260,AT4G31196,AT4G34890,AT4G34900,AT4G37500,AT5G18860,AT5G18870,AT5G18890,AT5G28050,AT5G48960
	aracyc:PWY-5046	2-oxoisovalerate decarboxylation to isobutanoyl-CoA	AraCyc	8	AT1G21400,AT1G48030,AT1G55510,AT3G06850,AT3G16950,AT3G17240,AT4G16155,AT5G34780
	aracyc:PWY-5049	rosmarinic acid biosynthesis II	AraCyc	5	AT1G12550,AT1G79870,AT2G45630,AT4G29250,AT5G28310
	aracyc:PWY-5063	phytyl diphosphate biosynthesis	AraCyc	1	AT1G74470
	aracyc:PWY-5064	chlorophyll a biosynthesis II	AraCyc	2	AT1G74470,AT3G51820
	aracyc:PWY-5068	chlorophyll cycle	AraCyc	6	AT1G04620,AT1G44446,AT3G51820,AT4G13250,AT4G25650,AT5G04900
	aracyc:PWY-5070	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	AraCyc	8	AT1G15550,AT1G44090,AT1G60980,AT1G80340,AT4G23340,AT4G25420,AT5G07200,AT5G51810
	aracyc:PWY-5079	L-phenylalanine degradation III	AraCyc	9	AT1G62960,AT1G70560,AT1G80360,AT4G33070,AT5G01320,AT5G01330,AT5G51690,AT5G53970,AT5G54960
	aracyc:PWY-5080	very long chain fatty acid biosynthesis I	AraCyc	44	AT1G01120,AT1G04220,AT1G07720,AT1G19440,AT1G24470,AT1G25450,AT1G64590,AT1G67730,AT1G68530,AT1G71160,AT1G75000,AT1G76150,AT2G15090,AT2G16280,AT2G26250,AT2G26640,AT2G28630,AT2G37540,AT2G46720,AT3G06460,AT3G06470,AT3G10280,AT3G23840,AT3G50560,AT3G52160,AT3G55360,AT4G11410,AT4G13840,AT4G23420,AT4G23430,AT4G24050,AT4G24510,AT4G34250,AT4G34510,AT4G34520,AT4G36830,AT5G02540,AT5G02890,AT5G04530,AT5G10480,AT5G43760,AT5G49070,AT5G50130,AT5G59770
	aracyc:PWY-5083	NAD(P)/NADPH interconversion	AraCyc	27	AT1G04280,AT1G06750,AT1G16700,AT1G21640,AT1G67350,AT2G07689,AT2G07751,AT2G07785,AT2G30630,AT3G21080,AT3G27890,AT3G44190,AT4G28005,AT5G04750,AT5G22140,ATCG00420,ATCG00430,ATCG01050,ATCG01090,ATCG01110,ATMG00270,ATMG00285,ATMG00580,ATMG00650,ATMG00990,ATMG01275,ATMG01320
	aracyc:PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	AraCyc	8	AT1G48030,AT3G16950,AT3G17240,AT3G55410,AT4G16155,AT4G26910,AT5G55070,AT5G65750
	aracyc:PWY-5086	chlorophyll a biosynthesis I	AraCyc	1	AT3G51820
	aracyc:PWY-5097	L-lysine biosynthesis VI	AraCyc	15	AT1G31230,AT2G13810,AT2G44040,AT2G45440,AT3G02020,AT3G14390,AT3G53580,AT3G59890,AT3G60880,AT4G19710,AT4G33680,AT5G11880,AT5G13280,AT5G14060,AT5G52100
	aracyc:PWY-5098	chlorophyll a degradation I	AraCyc	9	AT1G19670,AT1G44000,AT2G24820,AT3G44880,AT4G11910,AT4G11911,AT4G22920,AT4G37000,AT5G43860
	aracyc:PWY-5107	phytol salvage pathway	AraCyc	1	AT5G04490
	aracyc:PWY-5110	trigonelline biosynthesis	AraCyc	1	AT3G53140
	aracyc:PWY-5111	CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)	AraCyc	2	AT1G16340,AT1G53000
	aracyc:PWY-5120	geranylgeranyl diphosphate biosynthesis	AraCyc	16	AT1G17050,AT1G36623,AT1G49530,AT1G78510,AT2G18620,AT2G18640,AT2G23800,AT3G14510,AT3G14530,AT3G14550,AT3G20160,AT3G29430,AT3G32040,AT3G59380,AT4G36810,AT4G38460
	aracyc:PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	AraCyc	29	AT1G17050,AT1G36623,AT1G49530,AT1G63970,AT1G78510,AT2G02497,AT2G02500,AT2G18620,AT2G18640,AT2G23800,AT2G26930,AT2G34630,AT3G02780,AT3G14510,AT3G14530,AT3G14550,AT3G20160,AT3G21500,AT3G29430,AT3G32040,AT3G59380,AT4G15560,AT4G17190,AT4G36810,AT4G38460,AT5G11380,AT5G16440,AT5G47770,AT5G62790
	aracyc:PWY-5122	geranyl diphosphate biosynthesis	AraCyc	15	AT1G49530,AT2G18620,AT2G18640,AT2G23800,AT2G34630,AT3G14510,AT3G14530,AT3G14550,AT3G20160,AT3G29430,AT3G32040,AT4G17190,AT4G36810,AT4G38460,AT5G47770
	aracyc:PWY-5123	trans, trans-farnesyl diphosphate biosynthesis	AraCyc	16	AT1G49530,AT1G78510,AT2G18620,AT2G18640,AT2G23800,AT2G34630,AT3G14510,AT3G14530,AT3G14550,AT3G20160,AT3G29430,AT3G32040,AT4G17190,AT4G36810,AT4G38460,AT5G47770
	aracyc:PWY-5125	anthocyanin biosynthesis	AraCyc	14	AT1G49390,AT2G18560,AT2G18570,AT2G38240,AT3G11180,AT3G55970,AT4G16330,AT4G22870,AT4G22880,AT4G36770,AT5G05600,AT5G17030,AT5G17040,AT5G17050
	aracyc:PWY-5129	sphingolipid biosynthesis (plants)	AraCyc	17	AT1G06515,AT1G14290,AT1G69640,AT2G34770,AT2G37940,AT2G46210,AT3G06060,AT3G48780,AT3G48790,AT3G61580,AT4G04930,AT4G20870,AT4G21534,AT4G21540,AT4G36480,AT5G19200,AT5G51290
	aracyc:PWY-5136	fatty acid beta-oxidation II (plant peroxisome)	AraCyc	15	AT1G04710,AT1G06290,AT1G06310,AT2G33150,AT2G35690,AT3G05970,AT3G06690,AT3G06860,AT3G15290,AT4G16800,AT4G29010,AT5G27600,AT5G47720,AT5G48230,AT5G48880
	aracyc:PWY-5137	fatty acid beta-oxidation III (unsaturated, odd number)	AraCyc	5	AT1G65520,AT3G06860,AT4G14430,AT4G14440,AT4G29010
	aracyc:PWY-5138	fatty acid beta-oxidation IV (unsaturated, even number)	AraCyc	10	AT1G36580,AT1G65520,AT1G76150,AT2G07640,AT3G06860,AT3G12800,AT4G14430,AT4G14440,AT4G16800,AT4G29010
	aracyc:PWY-5142	acyl-[acyl-carrier protein] thioesterase pathway	AraCyc	7	AT1G08510,AT1G35250,AT1G35290,AT1G66550,AT1G68260,AT1G68280,AT3G25110
	aracyc:PWY-5143	long-chain fatty acid activation	AraCyc	12	AT1G20560,AT1G49430,AT1G62940,AT1G64400,AT1G77590,AT2G04350,AT2G47240,AT2G47245,AT3G05970,AT4G11030,AT4G23850,AT5G27600
	aracyc:PWY-5147	oleate biosynthesis I (plants)	AraCyc	27	AT1G08510,AT1G20560,AT1G35250,AT1G35290,AT1G43800,AT1G49430,AT1G62940,AT1G64400,AT1G66550,AT1G68260,AT1G68280,AT1G77590,AT2G04350,AT2G43710,AT2G47240,AT2G47245,AT3G02610,AT3G02620,AT3G02630,AT3G05970,AT3G25110,AT4G11030,AT4G13050,AT4G23850,AT5G16230,AT5G16240,AT5G27600
	aracyc:PWY-5148	acyl-CoA hydrolysis	AraCyc	1	AT4G00520
	aracyc:PWY-5156	superpathway of fatty acid biosynthesis II (plant)	AraCyc	47	AT1G07440,AT1G08510,AT1G10310,AT1G20560,AT1G35250,AT1G35290,AT1G43800,AT1G49430,AT1G52670,AT1G62610,AT1G62640,AT1G62940,AT1G63380,AT1G64400,AT1G66550,AT1G68260,AT1G68280,AT1G77590,AT2G04350,AT2G04540,AT2G05990,AT2G17845,AT2G22230,AT2G30200,AT2G38040,AT2G43710,AT2G47240,AT2G47245,AT3G02610,AT3G02620,AT3G02630,AT3G05970,AT3G15690,AT3G25110,AT3G46170,AT3G55290,AT3G55310,AT4G11030,AT4G13050,AT4G23850,AT5G10160,AT5G15530,AT5G16230,AT5G16240,AT5G27600,AT5G60335,AT5G64250
	aracyc:PWY-5168	ferulate and sinapate biosynthesis	AraCyc	3	AT3G24503,AT4G36220,AT5G54160
	aracyc:PWY-5172	acetyl-CoA biosynthesis from citrate	AraCyc	3	AT1G09430,AT1G60810,AT3G06650
	aracyc:PWY-5173	superpathway of acetyl-CoA biosynthesis	AraCyc	19	AT1G01090,AT1G09430,AT1G24180,AT1G30120,AT1G34430,AT1G48030,AT1G54220,AT1G59900,AT1G60810,AT2G34590,AT3G06650,AT3G13930,AT3G16950,AT3G17240,AT3G25860,AT3G52200,AT4G16155,AT5G17780,AT5G50850
	aracyc:PWY-5176	coumarin biosynthesis (via 2-coumarate)	AraCyc	1	AT1G61820
	aracyc:PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	AraCyc	9	AT1G09940,AT1G44318,AT1G58290,AT1G69740,AT2G26540,AT2G31250,AT3G48730,AT5G08280,AT5G63570
	aracyc:PWY-5194	siroheme biosynthesis	AraCyc	2	AT1G50170,AT5G40850
	aracyc:PWY-5203	soybean saponin I biosynthesis	AraCyc	14	AT1G66960,AT1G78480,AT1G78500,AT1G78950,AT1G78955,AT1G78960,AT1G78970,AT2G22590,AT3G14610,AT3G14630,AT3G14680,AT3G29255,AT5G36150,AT5G65550
	aracyc:PWY-5267	glucosinolate activation	AraCyc	14	AT1G47600,AT1G51470,AT1G51490,AT1G54040,AT2G33070,AT2G44490,AT3G07720,AT3G16390,AT3G16400,AT3G16410,AT5G25980,AT5G26000,AT5G48180,AT5G48375
	aracyc:PWY-5269	cardiolipin biosynthesis II	AraCyc	5	AT2G35680,AT3G55030,AT3G58830,AT4G04870,AT5G56610
	aracyc:PWY-5271	abscisic acid degradation to phaseic acid	AraCyc	4	AT2G29090,AT3G19270,AT4G19230,AT5G45340
	aracyc:PWY-5272	abscisic acid degradation by glucosylation	AraCyc	22	AT1G05530,AT1G05560,AT1G05675,AT1G07250,AT1G52400,AT2G16890,AT2G23210,AT2G23250,AT2G23260,AT2G30150,AT2G31750,AT3G21760,AT3G21780,AT3G21790,AT3G21800,AT3G46700,AT4G14090,AT4G15260,AT4G15270,AT4G15280,AT4G34138,AT5G59580
	aracyc:PWY-5320	kaempferol glycoside biosynthesis (Arabidopsis)	AraCyc	18	AT1G01390,AT1G01420,AT1G05675,AT1G05680,AT1G30530,AT2G23260,AT2G26480,AT2G36790,AT2G43840,AT3G21760,AT3G21790,AT3G21800,AT3G50740,AT4G15280,AT4G34135,AT4G34138,AT5G05860,AT5G66690
	aracyc:PWY-5321	quercetin glycoside biosynthesis (Arabidopsis)	AraCyc	38	AT1G01390,AT1G01420,AT1G05675,AT1G05680,AT1G07240,AT1G07250,AT1G07260,AT1G30530,AT1G73880,AT2G15480,AT2G15490,AT2G23260,AT2G26480,AT2G29730,AT2G29740,AT2G29750,AT2G36790,AT2G36800,AT2G43840,AT3G16520,AT3G21750,AT3G21760,AT3G21790,AT3G21800,AT3G46660,AT3G46670,AT3G50740,AT4G15280,AT4G34131,AT4G34135,AT4G34138,AT5G05860,AT5G17030,AT5G17040,AT5G17050,AT5G59580,AT5G59590,AT5G66690
	aracyc:PWY-5337	stachyose biosynthesis	AraCyc	13	AT1G09350,AT1G55740,AT1G56600,AT1G60450,AT1G60470,AT2G47180,AT3G57520,AT4G01970,AT4G26250,AT5G20250,AT5G23790,AT5G30500,AT5G40390
	aracyc:PWY-5340	sulfate activation for sulfonation	AraCyc	6	AT1G19920,AT2G14750,AT3G03900,AT3G22890,AT4G39940,AT5G67520
	aracyc:PWY-5342	ajugose biosynthesis I (galactinol-dependent)	AraCyc	1	AT5G40390
	aracyc:PWY-5350	thiosulfate disproportionation IV (rhodanese)	AraCyc	6	AT1G16460,AT1G79230,AT2G17850,AT4G35770,AT5G66040,AT5G66170
